Id,Altitude,Slope_Orientation,Slope,Horizontal_Distance_To_Water,Vertical_Distance_To_Water,Horizontal_Distance_To_Roadways,Shadow_Index_9h,Shadow_Index_12h,Shadow_Index_15h,Horizontal_Distance_To_Fire_Points,Canopy_Density,Rainfall_Summer,Rainfall_Winter,Wind_Exposure_Level,Soil_Type,Wilderness_Area,Vegetation_Type
2054,2107,155,41,120,88,470,229,205,63,285,86.74,206.41,872.33,11.62,Type_1,Area_4,Type_3
4592,2208,335,30,85,48,674,140,185,176,1613,42.41,186.43,665.73,47.48,Type_10,Area_4,Type_3
11268,2642,86,8,488,48,994,232,227,129,960,42.27,203.15,350.39,22.92,Type_11,Area_3,Type_3
6707,2408,322,17,192,26,268,176,222,185,726,85.8,306.97,532.03,36.24,Type_10,Area_4,Type_3
4216,2307,136,15,127,26,108,242,233,117,335,79.2,441.31,844.4,62.76,Type_11,Area_4,Type_3
5957,2397,25,26,60,13,660,197,175,103,1298,48.54,223.62,322.18,47.81,Type_10,Area_4,Type_3
11163,2610,208,18,335,6,1651,204,254,179,730,80.09,292.26,309.89,6.55,Type_4,Area_3,Type_3
12458,2286,278,35,366,205,1492,105,220,243,927,58.11,245.57,352.41,55.55,Type_10,Area_4,Type_3
4231,2358,337,12,437,233,902,195,224,168,1385,72.1,159.16,1049.18,27.21,Type_6,Area_4,Type_3
6623,2406,181,34,108,50,417,209,238,134,1124,59.1,268.73,1050.2,29.46,Type_4,Area_4,Type_3
7091,2736,102,14,418,157,1565,243,221,104,1045,35.46,294.34,856.41,63.06,Type_11,Area_3,Type_3
13789,2553,124,14,319,57,895,242,229,114,1207,74.5,365.14,866.97,49.97,Type_2,Area_3,Type_3
2829,2137,97,27,335,196,351,251,190,49,424,55.72,278.44,402.55,55.64,Type_1,Area_4,Type_3
14267,2742,334,10,319,62,1590,197,227,169,2037,86.93,250.61,371.72,21.55,Type_11,Area_3,Type_3
7426,2532,198,17,127,41,1084,212,252,169,1234,52.06,417.58,748.46,48.43,Type_4,Area_3,Type_3
3357,2166,353,27,90,40,892,163,181,149,537,71.77,319.86,754.45,61.13,Type_10,Area_4,Type_3
3178,2205,333,23,218,44,618,160,203,179,607,82.9,437.28,1192.51,45.62,Type_10,Area_4,Type_3
4310,2342,25,11,108,33,1248,215,216,137,216,77.01,350.94,113.71,32.69,Type_6,Area_4,Type_3
3692,2275,313,17,350,51,899,172,225,192,212,61.48,437.91,382.75,38.13,Type_10,Area_4,Type_3
13303,2406,235,11,134,62,865,201,250,186,1627,62.19,254.37,981.44,61.45,Type_6,Area_4,Type_3
11200,2471,166,26,277,-78,1253,231,238,121,1310,86.47,403.45,584.65,49.65,Type_4,Area_3,Type_3
5072,2424,38,13,85,16,1050,219,212,125,1158,74.44,332.44,123.86,48.17,Type_10,Area_4,Type_3
7515,2665,59,1,42,-2,1956,220,235,152,1723,66.57,256.86,258.46,19.26,Type_32,Area_3,Type_3
13772,2560,240,13,30,11,1381,196,250,191,1269,78.85,374.82,335.98,8.67,Type_17,Area_3,Type_3
11043,2468,116,26,270,3,402,254,205,61,914,85.46,357.08,121.89,50.51,Type_4,Area_3,Type_3
2339,2105,263,26,120,66,371,147,242,228,510,37.26,169.47,598.28,54.18,Type_10,Area_4,Type_3
5260,2317,1,21,391,110,180,184,194,143,1557,82.66,396.5,799.48,37.57,Type_10,Area_4,Type_3
6837,2433,9,15,0,0,430,202,209,142,976,52.0,424.07,213.28,26.67,Type_10,Area_4,Type_3
8426,2669,196,17,283,62,2148,214,252,167,2502,48.56,280.19,848.22,6.77,Type_4,Area_3,Type_3
8037,2562,82,5,474,17,1201,227,231,138,1415,46.28,302.21,936.46,53.76,Type_2,Area_3,Type_3
6845,2762,164,11,180,13,940,230,243,144,626,84.57,392.04,766.15,40.79,Type_2,Area_3,Type_3
8384,2692,135,12,361,58,2282,239,235,124,2371,81.15,382.83,451.55,33.81,Type_4,Area_3,Type_3
12515,2133,51,20,30,20,1296,225,192,93,934,77.57,308.13,300.81,58.55,Type_10,Area_4,Type_3
10866,2687,160,10,134,-5,1883,230,242,143,240,88.17,374.12,410.13,16.24,Type_4,Area_3,Type_3
6204,2440,101,28,272,74,730,253,190,46,558,69.02,439.57,288.3,7.45,Type_1,Area_4,Type_3
12029,2009,330,13,30,6,67,189,224,174,738,56.87,415.12,962.79,56.97,Type_17,Area_4,Type_3
14937,2711,232,33,301,77,3160,148,247,219,1595,76.4,394.99,313.79,45.65,Type_4,Area_3,Type_3
10920,2714,260,7,258,108,2613,204,244,178,1172,46.49,266.67,171.96,55.1,Type_2,Area_3,Type_3
5126,2361,329,31,95,43,170,132,187,185,124,66.62,222.8,208.56,7.4,Type_10,Area_4,Type_3
5670,2448,75,16,30,13,470,238,209,98,1776,74.85,411.39,1040.09,43.27,Type_6,Area_4,Type_3
2960,2239,341,17,295,104,1176,183,213,168,666,78.42,353.3,1147.78,62.01,Type_6,Area_4,Type_3
7221,2615,151,24,90,36,1698,242,232,105,1198,86.76,263.08,698.83,37.46,Type_4,Area_3,Type_3
11162,2583,215,28,295,170,1710,181,253,193,582,49.49,267.64,873.42,23.16,Type_4,Area_3,Type_3
7094,2651,11,1,470,98,706,217,236,156,1124,37.63,372.71,701.0,40.1,Type_2,Area_3,Type_3
5489,2367,112,34,175,95,1248,254,183,26,700,66.58,398.91,124.22,59.23,Type_3,Area_4,Type_3
6058,2344,109,11,95,37,1057,239,228,119,1012,59.42,361.13,820.62,55.11,Type_3,Area_4,Type_3
5398,2301,31,33,85,57,1452,191,150,73,1142,57.47,423.32,96.13,11.19,Type_10,Area_4,Type_3
11169,2519,121,11,60,-14,1291,239,231,120,1478,59.15,222.01,585.55,35.23,Type_4,Area_3,Type_3
10886,2400,242,14,42,5,825,193,251,195,1224,71.67,384.43,967.16,34.48,Type_16,Area_3,Type_3
2959,2304,124,15,361,16,930,245,227,107,642,46.44,166.95,750.26,19.77,Type_2,Area_4,Type_3
3310,2294,113,32,108,65,1050,254,189,36,876,57.85,189.93,938.65,47.86,Type_6,Area_4,Type_3
11126,2550,136,15,210,-2,1148,242,233,116,1383,73.35,273.21,363.08,35.16,Type_2,Area_3,Type_3
10730,2447,274,39,90,52,339,93,217,247,319,68.04,239.48,131.83,46.17,Type_10,Area_3,Type_3
10641,2613,195,26,285,106,1965,205,250,165,1667,64.31,394.96,1185.79,33.25,Type_2,Area_3,Type_3
5842,2402,90,18,408,12,939,244,209,89,932,38.66,194.96,877.03,19.62,Type_2,Area_4,Type_3
10783,2606,237,30,90,29,1445,153,249,221,1318,85.02,404.34,892.2,22.91,Type_3,Area_3,Type_3
3548,2128,354,20,60,24,1323,182,200,152,908,59.07,449.31,188.22,58.95,Type_10,Area_4,Type_3
4822,2418,12,19,488,230,997,197,197,132,1082,47.34,322.61,954.63,38.39,Type_6,Area_4,Type_3
13522,2436,240,23,234,23,150,169,252,213,421,44.6,410.45,221.33,29.55,Type_10,Area_4,Type_3
13286,2390,98,25,150,45,540,251,195,56,459,87.41,244.24,960.37,7.18,Type_1,Area_4,Type_3
2067,2009,348,13,30,7,67,196,219,161,671,42.08,272.76,855.13,12.24,Type_17,Area_4,Type_3
1951,2027,272,37,60,26,150,100,222,246,180,35.32,256.2,493.46,6.77,Type_5,Area_4,Type_3
8313,2716,165,19,430,-13,2326,233,243,132,2316,31.75,377.56,443.47,50.54,Type_4,Area_3,Type_3
10941,2402,86,7,247,28,510,230,229,132,812,67.34,288.16,263.55,13.07,Type_2,Area_3,Type_3
14207,2739,159,22,210,73,2120,237,237,118,2326,57.48,224.73,489.49,11.67,Type_4,Area_3,Type_3
8442,2827,111,20,552,194,2541,250,214,83,1968,42.41,406.07,1197.03,11.39,Type_10,Area_3,Type_3
4944,2374,42,13,95,15,1226,222,212,123,661,51.8,381.91,966.86,17.08,Type_6,Area_4,Type_3
4892,2359,71,11,67,10,1276,233,218,115,600,33.34,159.86,944.6,52.77,Type_6,Area_4,Type_3
5472,2329,1,16,150,85,1392,194,207,148,1154,48.77,408.24,229.1,6.19,Type_2,Area_4,Type_3
5790,2433,282,25,247,153,285,142,232,225,1702,42.69,183.63,695.95,48.32,Type_10,Area_4,Type_3
11109,2623,32,11,418,134,2084,218,217,134,577,47.54,344.43,1016.62,53.17,Type_2,Area_3,Type_3
15028,2360,127,26,60,19,335,252,213,72,781,69.26,172.17,1087.82,10.85,Type_4,Area_3,Type_3
2968,1979,289,30,60,37,218,123,220,230,531,63.72,221.93,1082.24,50.76,Type_10,Area_4,Type_3
5671,2495,317,11,256,12,514,190,230,180,1530,81.05,165.89,369.74,26.76,Type_6,Area_4,Type_3
12560,2140,320,32,60,33,1200,124,192,199,1048,65.16,275.42,651.73,51.33,Type_10,Area_4,Type_3
3757,2302,106,16,379,166,1024,246,218,96,361,41.08,181.5,923.36,58.0,Type_6,Area_4,Type_3
2804,2278,283,20,127,-19,485,161,237,214,469,87.61,347.63,900.48,59.34,Type_10,Area_4,Type_3
12218,2075,4,29,150,53,234,170,171,128,242,70.95,162.59,565.13,27.13,Type_10,Area_4,Type_3
5270,2424,85,12,0,0,900,237,220,112,1242,48.29,163.92,190.09,56.14,Type_6,Area_4,Type_3
2832,2013,163,23,85,25,256,234,239,122,532,69.75,309.44,281.47,39.0,Type_3,Area_4,Type_3
13014,2341,334,24,247,144,1423,159,201,178,892,40.86,449.11,1159.7,36.67,Type_10,Area_4,Type_3
5685,2442,173,16,424,99,679,229,246,144,792,38.65,311.48,644.75,7.23,Type_3,Area_4,Type_3
7162,2633,216,14,277,105,911,205,253,181,1190,54.66,274.75,168.61,28.69,Type_2,Area_3,Type_3
11184,2463,26,23,60,22,1727,203,185,109,300,65.03,225.39,1134.66,40.76,Type_10,Area_3,Type_3
8206,2696,151,6,150,23,1952,228,240,146,2525,45.31,207.2,1191.13,29.02,Type_2,Area_3,Type_3
11180,2592,196,26,324,191,1544,204,251,166,808,31.85,290.93,150.22,19.63,Type_4,Area_3,Type_3
4722,2297,309,22,150,66,931,155,220,203,277,33.28,320.57,606.06,35.91,Type_10,Area_4,Type_3
5880,2429,230,7,510,123,864,209,247,175,1248,59.27,278.63,1140.88,7.84,Type_6,Area_4,Type_3
5146,2223,299,22,30,16,767,153,226,210,1560,82.79,183.97,562.75,62.48,Type_10,Area_4,Type_3
2012,2223,287,6,301,26,30,202,240,177,361,33.76,216.89,770.16,22.46,Type_2,Area_4,Type_3
10891,2565,231,29,60,26,1209,163,251,213,524,81.33,272.49,1186.93,18.92,Type_4,Area_3,Type_3
2056,2051,107,24,180,91,228,252,203,64,420,70.14,365.95,678.59,24.13,Type_1,Area_4,Type_3
7057,2645,9,14,301,97,516,203,211,144,1273,78.16,252.22,827.19,48.91,Type_2,Area_3,Type_3
11325,2521,257,28,450,-78,450,143,243,230,1103,86.71,437.51,1106.82,62.59,Type_4,Area_3,Type_3
5693,2308,147,35,42,28,1616,242,213,69,698,71.01,150.83,804.73,60.54,Type_3,Area_4,Type_3
4392,2324,2,30,242,180,1101,165,170,130,1398,62.48,230.79,853.02,27.72,Type_10,Area_4,Type_3
4847,2268,128,32,150,80,1632,252,200,48,67,86.87,371.47,1157.19,47.38,Type_3,Area_4,Type_3
10956,2493,239,15,0,0,1015,191,252,197,666,81.53,263.87,564.56,51.35,Type_4,Area_3,Type_3
3021,2135,15,32,319,77,335,174,157,104,764,47.15,252.47,305.85,45.7,Type_10,Area_4,Type_3
6847,2496,319,34,150,82,319,113,186,202,900,54.98,286.38,280.76,35.29,Type_10,Area_4,Type_3
11147,2459,58,3,30,0,1930,222,233,147,335,58.16,231.58,102.84,33.79,Type_10,Area_3,Type_3
12223,1978,346,37,134,91,150,124,154,151,108,41.75,296.11,132.25,6.77,Type_10,Area_4,Type_3
7878,2596,179,10,497,126,540,224,246,154,537,53.22,409.22,784.68,9.24,Type_2,Area_3,Type_3
13722,2655,175,8,443,127,679,225,245,153,1338,74.89,341.74,921.39,5.67,Type_2,Area_3,Type_3
5858,2429,240,5,510,123,875,210,244,172,1234,30.52,419.99,600.05,28.48,Type_6,Area_4,Type_3
14951,2351,103,22,277,77,272,250,207,74,902,64.28,185.35,783.94,30.7,Type_3,Area_3,Type_3
3283,2252,307,16,443,110,811,173,229,195,997,81.3,445.83,543.0,45.18,Type_10,Area_4,Type_3
10992,2471,160,19,0,0,1254,236,240,127,552,66.88,428.0,504.35,18.85,Type_4,Area_3,Type_3
1825,2022,24,13,391,42,509,212,212,134,421,68.63,205.93,152.93,11.1,Type_5,Area_4,Type_3
3064,2127,341,16,95,32,371,186,215,167,488,67.42,212.55,1076.92,25.27,Type_10,Area_4,Type_3
13501,2427,61,27,234,64,631,230,174,59,660,43.56,309.37,452.91,19.2,Type_10,Area_4,Type_3
7530,2667,77,9,216,11,1773,232,224,125,1753,45.57,280.43,635.51,22.03,Type_11,Area_3,Type_3
13576,2389,141,27,30,5,510,247,221,83,1284,76.84,171.83,1192.07,20.36,Type_4,Area_4,Type_3
13461,2387,48,17,42,-3,703,224,202,106,847,88.53,162.18,710.96,59.22,Type_10,Area_4,Type_3
4016,2370,189,14,162,68,1057,219,250,161,108,45.59,335.38,469.26,63.26,Type_6,Area_4,Type_3
2790,2147,110,31,342,203,365,254,190,39,361,89.69,288.88,1100.4,50.29,Type_1,Area_4,Type_3
10817,2597,210,24,134,41,1307,193,254,185,1342,83.38,223.75,1040.74,52.27,Type_3,Area_3,Type_3
10916,2317,50,21,120,43,120,224,190,90,964,34.6,396.61,702.47,58.08,Type_3,Area_3,Type_3
5223,2303,300,36,153,104,847,100,199,227,1539,40.08,282.42,1172.05,22.65,Type_10,Area_4,Type_3
2424,2209,293,21,376,204,443,157,230,211,371,57.51,448.05,511.75,34.74,Type_2,Area_4,Type_3
7337,2579,182,6,285,76,904,222,244,157,1365,32.99,232.49,1020.08,57.37,Type_2,Area_3,Type_3
7188,2602,88,13,127,41,1542,239,218,107,1092,52.8,160.59,341.69,62.98,Type_4,Area_3,Type_3
4946,2431,103,28,339,191,1634,253,190,44,342,86.46,278.05,730.01,32.2,Type_6,Area_4,Type_3
13263,2426,88,6,272,36,882,229,230,135,892,70.09,283.56,682.42,52.76,Type_2,Area_4,Type_3
14932,2689,114,16,30,-7,1890,245,223,102,212,60.15,444.81,989.53,44.74,Type_10,Area_3,Type_3
8407,2691,168,16,331,57,2402,231,245,140,2275,30.22,326.43,862.35,31.12,Type_10,Area_3,Type_3
4249,2182,7,15,0,0,1348,200,208,143,684,65.07,382.12,262.4,50.55,Type_10,Area_4,Type_3
14944,2737,104,7,277,91,2648,232,231,131,1112,50.7,168.18,643.38,62.44,Type_2,Area_3,Type_3
8236,2838,185,12,636,108,2780,222,248,157,1874,62.88,417.55,1023.77,40.02,Type_10,Area_3,Type_3
7365,2534,31,20,85,14,1218,210,193,112,1557,58.81,350.39,118.41,23.26,Type_10,Area_3,Type_3
7639,2599,103,21,228,54,1651,249,209,78,1746,33.38,152.1,624.13,11.56,Type_4,Area_3,Type_3
12843,2260,47,28,30,24,1376,217,168,69,866,57.3,154.84,319.01,41.0,Type_10,Area_4,Type_3
4287,2255,350,41,180,111,1199,116,138,137,1423,82.31,194.04,793.57,46.59,Type_10,Area_4,Type_3
7082,2637,32,9,360,-2,912,218,220,137,836,75.91,174.55,967.77,19.01,Type_11,Area_3,Type_3
3141,2035,281,28,30,12,430,133,230,230,674,52.27,272.53,308.49,10.59,Type_10,Area_4,Type_3
5795,2431,118,22,170,71,834,252,213,77,1149,60.17,298.88,350.73,58.9,Type_5,Area_4,Type_3
4818,2444,354,20,564,254,1298,181,200,153,495,79.18,393.63,182.1,27.93,Type_10,Area_4,Type_3
11333,2436,158,20,175,61,170,237,239,122,977,83.19,430.17,253.47,46.54,Type_2,Area_3,Type_3
5843,2381,196,16,295,94,1103,215,252,166,1087,35.61,433.78,388.93,34.42,Type_3,Area_4,Type_3
12414,2278,222,6,350,68,811,212,246,171,713,88.32,257.94,1082.65,11.95,Type_6,Area_4,Type_3
11240,2488,71,34,300,84,1218,235,156,24,752,46.77,251.29,186.26,50.15,Type_4,Area_3,Type_3
13440,2498,104,24,175,29,914,252,202,65,721,56.14,159.63,346.54,58.26,Type_1,Area_4,Type_3
5325,2422,319,29,323,161,537,133,199,199,551,33.3,215.35,174.99,54.96,Type_10,Area_4,Type_3
12794,2314,145,16,120,18,85,241,236,119,446,87.32,336.99,993.47,15.24,Type_11,Area_4,Type_3
13378,2481,6,13,170,31,934,203,214,147,313,88.2,326.93,474.05,7.57,Type_6,Area_4,Type_3
2809,2004,340,38,108,77,124,117,158,163,708,58.61,268.66,917.6,19.41,Type_10,Area_4,Type_3
5278,2251,105,22,30,11,1505,251,207,72,351,49.96,275.05,1109.81,48.2,Type_3,Area_4,Type_3
2941,2299,307,26,342,-13,531,141,215,210,691,45.92,174.68,351.84,9.91,Type_10,Area_4,Type_3
5110,2397,65,12,95,27,1082,232,215,113,811,87.98,447.1,177.56,32.72,Type_6,Area_4,Type_3
14954,2407,266,3,85,0,684,211,241,167,990,49.95,400.87,962.87,53.21,Type_2,Area_3,Type_3
6990,2678,191,15,42,9,1149,218,250,162,618,31.86,201.43,1047.05,23.11,Type_2,Area_3,Type_3
6980,2622,30,9,454,111,690,218,220,138,959,32.33,243.92,685.15,53.63,Type_11,Area_4,Type_3
13079,2370,52,28,379,128,1199,222,169,64,860,80.36,323.24,991.68,23.4,Type_10,Area_4,Type_3
11313,2529,137,30,323,-36,391,249,214,70,1159,57.89,230.46,824.06,13.18,Type_4,Area_3,Type_3
10984,2642,177,32,212,107,2359,216,237,128,1026,51.41,256.28,833.84,5.0,Type_4,Area_3,Type_3
5720,2446,326,9,60,8,457,198,230,172,1812,38.63,325.28,823.39,45.72,Type_6,Area_4,Type_3
6073,2531,327,10,295,27,90,196,229,173,1879,40.13,291.95,841.24,15.59,Type_6,Area_4,Type_3
11201,2439,141,22,270,-103,1230,246,228,100,1570,43.63,201.41,982.68,15.94,Type_4,Area_3,Type_3
3968,2259,228,14,30,5,1103,199,252,188,400,32.42,418.59,906.64,59.75,Type_1,Area_4,Type_3
3836,2180,40,27,120,59,1114,211,169,78,1177,48.2,420.5,286.21,20.72,Type_10,Area_4,Type_3
11970,2569,102,28,120,34,1020,253,190,45,576,75.11,433.21,438.6,30.23,Type_13,Area_3,Type_3
4875,2196,313,31,60,19,595,125,200,208,1379,47.99,420.31,277.66,24.27,Type_10,Area_4,Type_3
4678,2296,321,23,150,69,968,156,212,192,242,87.68,210.89,702.37,39.57,Type_10,Area_4,Type_3
8228,2621,221,14,365,82,1518,202,253,185,1973,37.55,219.96,673.37,13.13,Type_4,Area_3,Type_3
5015,2423,262,24,309,199,1190,155,244,223,900,41.79,168.93,123.34,50.16,Type_10,Area_4,Type_3
2752,2076,168,8,150,18,711,227,243,150,870,70.45,437.25,966.17,6.66,Type_2,Area_4,Type_3
6894,2727,170,13,85,13,1020,229,245,146,446,53.01,161.25,271.87,35.16,Type_2,Area_3,Type_3
13715,2650,127,5,446,102,616,228,237,143,1364,41.36,345.64,162.62,48.06,Type_2,Area_3,Type_3
15092,2614,4,18,150,58,1347,193,201,143,664,68.37,236.38,880.33,14.69,Type_11,Area_3,Type_3
15052,2473,127,28,90,13,967,253,209,64,1354,76.55,432.4,532.31,31.37,Type_4,Area_3,Type_3
11326,2572,153,34,365,-27,417,238,217,78,1041,48.82,444.24,989.68,45.21,Type_4,Area_3,Type_3
3142,2178,291,36,190,88,516,99,208,236,589,85.25,240.48,291.13,25.72,Type_10,Area_4,Type_3
2364,1903,67,16,108,36,120,234,207,100,969,59.16,194.61,280.8,50.05,Type_3,Area_4,Type_3
8257,2588,182,14,295,53,1473,224,248,154,2069,45.11,174.18,519.91,44.17,Type_4,Area_3,Type_3
2988,2031,59,34,42,11,256,223,149,33,691,60.29,244.0,921.27,24.2,Type_1,Area_4,Type_3
7484,2504,208,10,150,21,1032,213,250,172,993,59.78,383.91,1141.4,10.46,Type_4,Area_3,Type_3
4744,2341,105,11,30,4,1422,238,227,118,443,89.66,448.37,289.42,7.73,Type_6,Area_4,Type_3
10945,2682,145,10,342,152,2329,234,239,136,942,50.37,407.27,137.61,24.25,Type_4,Area_3,Type_3
5447,2454,97,11,323,182,1167,239,224,114,792,50.87,354.19,607.34,43.96,Type_6,Area_4,Type_3
7237,2589,192,26,150,61,1040,208,249,160,1348,66.79,281.44,1018.15,52.49,Type_4,Area_3,Type_3
8861,2756,330,4,426,77,1513,210,235,163,1914,60.34,171.84,511.95,51.1,Type_11,Area_3,Type_3
5320,2375,319,27,108,53,162,140,204,198,342,64.79,165.94,975.85,53.7,Type_10,Area_4,Type_3
15075,2453,213,34,42,33,1509,170,248,193,600,85.91,343.88,1151.4,33.3,Type_4,Area_3,Type_3
14920,2425,172,5,0,0,630,223,242,154,660,60.78,159.9,529.13,27.25,Type_3,Area_3,Type_3
4055,2261,359,29,60,34,1189,164,174,137,571,76.77,205.35,477.03,32.73,Type_10,Area_4,Type_3
4100,2345,216,21,120,43,1120,194,254,189,120,31.67,197.63,1093.67,10.63,Type_6,Area_4,Type_3
8207,2634,189,6,418,95,1557,221,245,159,1919,37.62,395.31,551.08,21.5,Type_4,Area_3,Type_3
11100,2511,40,11,301,83,918,221,215,127,1237,89.36,360.75,397.78,42.0,Type_4,Area_3,Type_3
5850,2452,348,6,90,9,295,209,231,160,1917,60.36,301.31,1157.82,40.16,Type_6,Area_4,Type_3
1932,2088,66,33,313,131,351,231,156,31,301,63.69,177.4,458.72,62.74,Type_5,Area_4,Type_3
5675,2442,107,22,242,101,942,251,209,75,1018,87.48,366.28,491.91,61.43,Type_5,Area_4,Type_3
12815,2232,332,31,124,-3,1405,135,186,181,836,30.15,241.21,816.01,20.98,Type_10,Area_4,Type_3
8298,2739,150,8,342,28,2114,230,240,142,2522,68.67,437.57,704.39,38.68,Type_4,Area_3,Type_3
7224,2560,200,17,175,32,1075,211,253,171,1222,48.14,346.85,448.99,16.23,Type_4,Area_3,Type_3
2824,2299,310,27,127,-13,524,136,210,209,474,43.32,322.63,564.59,37.77,Type_10,Area_4,Type_3
1874,2020,74,18,301,59,430,239,202,88,67,80.44,177.87,284.75,29.75,Type_5,Area_4,Type_3
12470,2304,349,29,319,193,666,155,180,155,201,66.32,409.28,490.65,35.7,Type_10,Area_4,Type_3
11195,2482,183,23,242,-67,1277,219,248,149,1332,37.69,404.42,149.76,31.22,Type_4,Area_3,Type_3
4638,2208,301,10,30,-14,1452,193,236,183,984,69.74,306.46,208.48,49.94,Type_10,Area_4,Type_3
5662,2312,148,28,60,32,1563,244,224,89,659,36.34,167.28,332.22,31.36,Type_3,Area_4,Type_3
10970,2653,177,32,182,103,2512,216,238,129,1027,41.68,186.16,464.44,62.39,Type_4,Area_3,Type_3
4177,2341,320,17,395,216,911,174,221,186,1351,64.96,299.32,556.71,13.98,Type_6,Area_4,Type_3
15098,2653,343,10,192,41,1216,200,225,163,825,63.54,180.14,226.41,45.4,Type_11,Area_3,Type_3
2198,2059,340,18,95,56,150,178,210,169,731,81.87,332.55,1169.53,44.82,Type_10,Area_4,Type_3
3933,2289,160,20,120,35,339,236,240,124,446,67.37,441.07,270.52,26.12,Type_4,Area_4,Type_3
10822,2491,244,27,85,36,1319,155,249,223,1177,33.31,280.56,1089.35,50.85,Type_3,Area_3,Type_3
7092,2695,131,16,350,11,1541,244,230,109,957,85.39,244.35,436.87,13.86,Type_2,Area_3,Type_3
11976,2542,88,25,60,20,1020,247,190,57,552,81.64,304.97,155.52,29.6,Type_13,Area_3,Type_3
5721,2499,326,7,300,88,480,202,232,169,1676,36.28,161.43,505.29,58.86,Type_6,Area_4,Type_3
6855,2511,317,34,150,97,339,114,190,205,924,31.16,342.71,749.41,15.17,Type_10,Area_4,Type_3
8285,2614,154,19,301,55,1592,239,238,122,2335,65.27,305.2,774.13,55.3,Type_4,Area_3,Type_3
3233,2431,280,22,390,135,330,156,237,218,886,44.72,381.67,1179.17,8.15,Type_11,Area_4,Type_3
2055,2070,181,28,134,51,579,216,244,142,342,81.0,151.22,360.59,26.54,Type_1,Area_4,Type_3
3742,2140,23,35,30,18,932,177,144,82,335,79.04,323.81,380.59,49.98,Type_10,Area_4,Type_3
14997,2472,93,10,42,5,1530,237,224,118,671,40.67,208.71,221.57,13.99,Type_4,Area_3,Type_3
3873,2299,325,20,497,224,1282,167,214,185,1159,39.41,419.48,994.44,58.52,Type_10,Area_4,Type_3
10805,2625,47,8,170,33,1784,223,223,134,979,89.18,340.23,827.68,25.52,Type_3,Area_3,Type_3
7380,2522,197,18,42,8,1100,213,252,168,1666,35.35,247.6,876.5,47.68,Type_4,Area_3,Type_3
3268,2193,265,36,108,75,592,110,229,244,677,63.64,153.95,861.77,44.91,Type_10,Area_4,Type_3
4639,2268,311,41,124,39,1360,81,175,216,1082,75.11,344.64,396.41,36.26,Type_10,Area_4,Type_3
11944,2554,222,20,335,75,811,191,254,194,1416,81.57,314.33,314.77,23.19,Type_4,Area_3,Type_3
14982,2351,95,18,90,6,309,246,210,86,693,50.65,206.18,1151.78,63.6,Type_2,Area_3,Type_3
1923,2119,26,35,437,158,474,181,143,76,309,67.18,214.58,552.21,28.09,Type_5,Area_4,Type_3
11223,2461,177,28,153,56,1198,221,242,135,1087,75.89,420.89,1015.02,52.43,Type_4,Area_3,Type_3
11104,2602,232,19,450,176,2215,187,253,200,350,51.73,366.21,401.88,30.91,Type_4,Area_3,Type_3
2929,2075,282,28,95,71,247,133,229,230,531,75.25,159.23,979.73,26.55,Type_10,Area_4,Type_3
3964,2171,356,20,0,0,1130,184,201,151,480,65.0,398.66,517.78,57.87,Type_10,Area_4,Type_3
3143,2132,47,27,201,123,390,217,169,70,400,65.07,174.07,187.37,31.9,Type_6,Area_4,Type_3
13616,2806,90,4,247,23,940,226,233,143,845,74.8,237.43,1183.93,53.64,Type_2,Area_3,Type_3
12692,2153,33,27,60,21,1061,202,169,88,1523,74.04,380.58,622.83,9.14,Type_10,Area_4,Type_3
13784,2538,0,14,42,4,1300,199,213,151,1443,46.86,240.93,1185.29,48.44,Type_10,Area_3,Type_3
11118,2461,86,23,180,73,808,246,194,64,1236,61.73,415.72,415.0,58.23,Type_4,Area_3,Type_3
5699,2487,266,7,201,44,391,202,243,180,1861,89.05,290.35,926.23,64.5,Type_6,Area_4,Type_3
4112,2082,130,36,42,27,330,251,195,39,601,60.02,205.91,600.11,42.0,Type_1,Area_4,Type_3
7191,2606,141,15,247,78,891,241,235,119,1345,63.59,279.75,361.38,13.12,Type_2,Area_3,Type_3
3269,2315,204,14,234,58,914,212,252,172,752,67.71,370.87,667.82,51.61,Type_6,Area_4,Type_3
13222,2412,162,21,182,69,564,235,240,126,566,88.92,333.04,628.79,59.91,Type_3,Area_4,Type_3
5377,2451,86,7,190,33,819,230,229,132,1126,64.59,271.48,432.43,61.23,Type_6,Area_4,Type_3
5031,2409,334,23,134,20,1084,161,203,178,1140,48.17,173.37,649.79,60.26,Type_10,Area_4,Type_3
7078,2744,102,14,420,-16,1543,243,221,104,1041,68.24,266.21,237.11,61.5,Type_11,Area_3,Type_3
13991,2530,128,14,339,75,361,243,230,113,492,34.65,255.05,442.79,30.02,Type_4,Area_3,Type_3
7916,2566,279,9,480,96,841,196,241,184,892,44.69,375.01,1098.89,29.4,Type_2,Area_3,Type_3
5997,2361,129,28,323,67,390,252,210,64,977,60.19,276.87,514.21,44.1,Type_3,Area_4,Type_3
12667,2302,342,28,324,177,1064,150,184,165,1243,80.16,166.98,244.78,53.24,Type_10,Area_4,Type_3
4410,2345,30,25,247,101,1396,203,176,98,598,63.28,315.56,199.17,56.16,Type_10,Area_4,Type_3
5448,2293,130,27,67,31,1310,252,213,69,582,67.21,251.89,161.28,60.71,Type_3,Area_4,Type_3
